Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0
14,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
17,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
18,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
19,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
22,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
24,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
27,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
29,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
31,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
32,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
33,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
36,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
38,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
39,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
40,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
42,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
45,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
46,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
47,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
48,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
49,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
51,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
52,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
54,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
55,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
56,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
57,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
58,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
61,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
62,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
63,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
64,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
68,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
69,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
70,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
71,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
72,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
73,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
74,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
77,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
80,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
82,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
86,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
87,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
88,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
89,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
92,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
93,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
95,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
96,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
97,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
98,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
99,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
100,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
101,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
102,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
103,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
104,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
105,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
106,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
107,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
108,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
109,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
111,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
113,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
